# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.12500000e-02
# lRef          : 1.00000000e-01
# Aref          : 1.00000000e-02
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
2002.75         	1.75172145e+00	8.75860731e-01	8.75860718e-01	4.38244194e-02	-4.30365523e+00	4.34747965e+00	-4.32556744e+00	6.46604169e-09	-1.62678827e-09	2.28923683e-09	-4.82169849e-10	2.77140668e-09
2003            	1.75218992e+00	8.76094968e-01	8.76094955e-01	5.14915679e-02	-4.29674138e+00	4.34823295e+00	-4.32248717e+00	6.46453019e-09	-1.62620405e-09	2.28879949e-09	-4.81804307e-10	2.77060379e-09
2003.25         	1.75267213e+00	8.76336071e-01	8.76336058e-01	5.90772493e-02	-4.28995088e+00	4.34902813e+00	-4.31948950e+00	6.46305302e-09	-1.62560791e-09	2.28837212e-09	-4.81421848e-10	2.76979397e-09
2003.5          	1.75316966e+00	8.76584838e-01	8.76584825e-01	6.65933333e-02	-4.28327536e+00	4.34986869e+00	-4.31657203e+00	6.46161133e-09	-1.62500022e-09	2.28795506e-09	-4.81022691e-10	2.76897775e-09
2003.75         	1.75367470e+00	8.76837358e-01	8.76837345e-01	7.40111723e-02	-4.27672754e+00	4.35073871e+00	-4.31373312e+00	6.46020640e-09	-1.62438138e-09	2.28754866e-09	-4.80607049e-10	2.76815571e-09
2004            	1.75419665e+00	8.77098332e-01	8.77098319e-01	8.13248032e-02	-4.27033328e+00	4.35165808e+00	-4.31099568e+00	6.45883941e-09	-1.62375182e-09	2.28715327e-09	-4.80175187e-10	2.76732846e-09
2004.25         	1.75473114e+00	8.77365575e-01	8.77365562e-01	8.85459605e-02	-4.26407332e+00	4.35261928e+00	-4.30834630e+00	6.45751155e-09	-1.62311201e-09	2.28676921e-09	-4.79727406e-10	2.76649662e-09
2004.5          	1.75526849e+00	8.77634250e-01	8.77634237e-01	9.56673908e-02	-4.25792903e+00	4.35359642e+00	-4.30576273e+00	6.45622396e-09	-1.62246240e-09	2.28639682e-09	-4.79263993e-10	2.76566081e-09
2004.75         	1.75583211e+00	8.77916064e-01	8.77916051e-01	1.02694907e-01	-4.25195574e+00	4.35465065e+00	-4.30330319e+00	6.45497723e-09	-1.62180342e-09	2.28603621e-09	-4.78785313e-10	2.76482152e-09
2005            	1.75637997e+00	8.78189991e-01	8.78189979e-01	1.09607695e-01	-4.24606877e+00	4.35567646e+00	-4.30087262e+00	6.45377254e-09	-1.62113549e-09	2.28568774e-09	-4.78291619e-10	2.76397936e-09
2005.25         	1.75692925e+00	8.78464634e-01	8.78464621e-01	1.16398619e-01	-4.24031781e+00	4.35671643e+00	-4.29851712e+00	6.45261094e-09	-1.62045908e-09	2.28535173e-09	-4.77783218e-10	2.76313495e-09
2005.5          	1.75748388e+00	8.78741947e-01	8.78741934e-01	1.23054386e-01	-4.23472761e+00	4.35778200e+00	-4.29625480e+00	6.45149346e-09	-1.61977472e-09	2.28502846e-09	-4.77260488e-10	2.76228895e-09
2005.75         	1.75803418e+00	8.79017098e-01	8.79017085e-01	1.29565823e-01	-4.22928433e+00	4.35885015e+00	-4.29406724e+00	6.45042154e-09	-1.61908290e-09	2.28471837e-09	-4.76723713e-10	2.76144208e-09
2006            	1.75855996e+00	8.79279987e-01	8.79279974e-01	1.35926369e-01	-4.22394154e+00	4.35986791e+00	-4.29190472e+00	6.44939685e-09	-1.61838418e-09	2.28442197e-09	-4.76173193e-10	2.76059517e-09
2006.25         	1.75909858e+00	8.79549299e-01	8.79549286e-01	1.42159794e-01	-4.21877006e+00	4.36092986e+00	-4.28984996e+00	6.44842094e-09	-1.61767909e-09	2.28413975e-09	-4.75609215e-10	2.75974896e-09
2006.5          	1.75965293e+00	8.79826469e-01	8.79826456e-01	1.48269127e-01	-4.21377225e+00	4.36204138e+00	-4.28790682e+00	6.44749546e-09	-1.61696809e-09	2.28387220e-09	-4.75031993e-10	2.75890419e-09
2006.75         	1.76017734e+00	8.80088678e-01	8.80088665e-01	1.54229720e-01	-4.20886249e+00	4.36309221e+00	-4.28597735e+00	6.44662153e-09	-1.61625161e-09	2.28361967e-09	-4.74441771e-10	2.75806144e-09
2007            	1.76072617e+00	8.80363091e-01	8.80363078e-01	1.60061672e-01	-4.20415349e+00	4.36421516e+00	-4.28418432e+00	6.44580003e-09	-1.61553011e-09	2.28338242e-09	-4.73838899e-10	2.75722132e-09
2007.25         	1.76123595e+00	8.80617979e-01	8.80617966e-01	1.65729758e-01	-4.19952759e+00	4.36525735e+00	-4.28239247e+00	6.44503161e-09	-1.61480405e-09	2.28316061e-09	-4.73223745e-10	2.75638436e-09
2007.5          	1.76174999e+00	8.80874999e-01	8.80874986e-01	1.71221943e-01	-4.19510025e+00	4.36632219e+00	-4.28071122e+00	6.44431698e-09	-1.61407397e-09	2.28295445e-09	-4.72596743e-10	2.75555120e-09
2007.75         	1.76225685e+00	8.81128432e-01	8.81128419e-01	1.76543532e-01	-4.19083834e+00	4.36738187e+00	-4.27911011e+00	6.44365708e-09	-1.61334046e-09	2.28276424e-09	-4.71958339e-10	2.75472257e-09
2008            	1.76275934e+00	8.81379677e-01	8.81379664e-01	1.81708953e-01	-4.18673634e+00	4.36844530e+00	-4.27759082e+00	6.44305261e-09	-1.61260407e-09	2.28259016e-09	-4.71308989e-10	2.75389915e-09
2008.25         	1.76322135e+00	8.81610682e-01	8.81610670e-01	1.86684090e-01	-4.18273722e+00	4.36942131e+00	-4.27607926e+00	6.44250408e-09	-1.61186532e-09	2.28243238e-09	-4.70649136e-10	2.75308151e-09
2008.5          	1.76369593e+00	8.81847973e-01	8.81847960e-01	1.91511789e-01	-4.17892830e+00	4.37044008e+00	-4.27468419e+00	6.44201191e-09	-1.61112469e-09	2.28229100e-09	-4.69979189e-10	2.75227018e-09
2008.75         	1.76416380e+00	8.82081908e-01	8.82081895e-01	1.96164976e-01	-4.17529191e+00	4.37145689e+00	-4.27337440e+00	6.44157878e-09	-1.61038372e-09	2.28216726e-09	-4.69300089e-10	2.75146735e-09
2009            	1.76464606e+00	8.82323036e-01	8.82323024e-01	2.00666409e-01	-4.17185416e+00	4.37252057e+00	-4.27218736e+00	6.44120443e-09	-1.60964248e-09	2.28206095e-09	-4.68612006e-10	2.75067295e-09
2009.25         	1.76507693e+00	8.82538469e-01	8.82538456e-01	2.04957213e-01	-4.16851365e+00	4.37347086e+00	-4.27099225e+00	6.44088848e-09	-1.60890105e-09	2.28197178e-09	-4.67915154e-10	2.74988694e-09
2009.5          	1.76552076e+00	8.82760386e-01	8.82760374e-01	2.09086706e-01	-4.16537850e+00	4.37446521e+00	-4.26992185e+00	6.44063056e-09	-1.60815960e-09	2.28189954e-09	-4.67209828e-10	2.74910937e-09
2009.75         	1.76593943e+00	8.82969723e-01	8.82969710e-01	2.13023177e-01	-4.16239020e+00	4.37541338e+00	-4.26890179e+00	6.44043062e-09	-1.60741849e-09	2.28184416e-09	-4.66496403e-10	2.74834057e-09
2010            	1.76633953e+00	8.83169771e-01	8.83169759e-01	2.16787960e-01	-4.15954342e+00	4.37633138e+00	-4.26793740e+00	6.44028867e-09	-1.60667814e-09	2.28180563e-09	-4.65775322e-10	2.74758095e-09
2010.25         	1.76673344e+00	8.83366727e-01	8.83366714e-01	2.20353969e-01	-4.15689151e+00	4.37724548e+00	-4.26706849e+00	6.44020513e-09	-1.60593909e-09	2.28178408e-09	-4.65047046e-10	2.74683113e-09
2010.5          	1.76707965e+00	8.83539832e-01	8.83539819e-01	2.23714814e-01	-4.15433731e+00	4.37805212e+00	-4.26619472e+00	6.44018048e-09	-1.60520193e-09	2.28177970e-09	-4.64312078e-10	2.74609177e-09
2010.75         	1.76741457e+00	8.83707293e-01	8.83707280e-01	2.26859499e-01	-4.15198679e+00	4.37884629e+00	-4.26541654e+00	6.44021510e-09	-1.60446727e-09	2.28179262e-09	-4.63570957e-10	2.74536358e-09
2011            	1.76774293e+00	8.83871472e-01	8.83871459e-01	2.29801172e-01	-4.14983998e+00	4.37964115e+00	-4.26474057e+00	6.44030907e-09	-1.60373573e-09	2.28182289e-09	-4.62824285e-10	2.74464718e-09
2011.25         	1.76804865e+00	8.84024333e-01	8.84024320e-01	2.32530961e-01	-4.14786301e+00	4.38039397e+00	-4.26412849e+00	6.44046218e-09	-1.60300784e-09	2.28187043e-09	-4.62072627e-10	2.74394306e-09
2011.5          	1.76830858e+00	8.84154298e-01	8.84154285e-01	2.35074859e-01	-4.14597545e+00	4.38105031e+00	-4.26351288e+00	6.44067427e-09	-1.60228395e-09	2.28193517e-09	-4.61316368e-10	2.74325153e-09
2011.75         	1.76853522e+00	8.84267615e-01	8.84267602e-01	2.37424441e-01	-4.14421303e+00	4.38163747e+00	-4.26292525e+00	6.44094475e-09	-1.60156449e-09	2.28201691e-09	-4.60556032e-10	2.74257295e-09
2012            	1.76873480e+00	8.84367405e-01	8.84367392e-01	2.39548753e-01	-4.14260796e+00	4.38215672e+00	-4.26238234e+00	6.44127319e-09	-1.60085003e-09	2.28211556e-09	-4.59792255e-10	2.74190781e-09
2012.25         	1.76891772e+00	8.84458867e-01	8.84458854e-01	2.41471396e-01	-4.14117584e+00	4.38264724e+00	-4.26191154e+00	6.44165971e-09	-1.60014115e-09	2.28223119e-09	-4.59025551e-10	2.74125674e-09
2012.5          	1.76910371e+00	8.84551862e-01	8.84551849e-01	2.43188055e-01	-4.13997329e+00	4.38316134e+00	-4.26156732e+00	6.44210461e-09	-1.59943834e-09	2.28236394e-09	-4.58256371e-10	2.74062031e-09
2012.75         	1.76922458e+00	8.84612295e-01	8.84612282e-01	2.44736086e-01	-4.13879501e+00	4.38353109e+00	-4.26116305e+00	6.44260692e-09	-1.59874208e-09	2.28251350e-09	-4.57485330e-10	2.73999883e-09
2013            	1.76934071e+00	8.84670359e-01	8.84670347e-01	2.46042644e-01	-4.13785863e+00	4.38390128e+00	-4.26087996e+00	6.44316619e-09	-1.59805286e-09	2.28267973e-09	-4.56713000e-10	2.73939273e-09
2013.25         	1.76944535e+00	8.84722679e-01	8.84722666e-01	2.47113815e-01	-4.13713283e+00	4.38424664e+00	-4.26068974e+00	6.44378226e-09	-1.59737125e-09	2.28286261e-09	-4.55939941e-10	2.73880255e-09
2013.5          	1.76951258e+00	8.84756299e-01	8.84756286e-01	2.47952618e-01	-4.13656161e+00	4.38451423e+00	-4.26053792e+00	6.44445438e-09	-1.59669762e-09	2.28306195e-09	-4.55166644e-10	2.73822860e-09
2013.75         	1.76954493e+00	8.84772471e-01	8.84772458e-01	2.48584647e-01	-4.13612263e+00	4.38470728e+00	-4.26041496e+00	6.44518404e-09	-1.59603245e-09	2.28327829e-09	-4.54393306e-10	2.73767160e-09
2014            	1.76955617e+00	8.84778092e-01	8.84778079e-01	2.49026151e-01	-4.13583860e+00	4.38486475e+00	-4.26035168e+00	6.44597255e-09	-1.59537636e-09	2.28351215e-09	-4.53620282e-10	2.73713243e-09
2014.25         	1.76953890e+00	8.84769455e-01	8.84769442e-01	2.49242883e-01	-4.13572424e+00	4.38496712e+00	-4.26034568e+00	6.44682023e-09	-1.59472996e-09	2.28376369e-09	-4.52848115e-10	2.73661180e-09
2014.5          	1.76951003e+00	8.84755022e-01	8.84755009e-01	2.49266961e-01	-4.13578695e+00	4.38505391e+00	-4.26042043e+00	6.44772567e-09	-1.59409370e-09	2.28403246e-09	-4.52077470e-10	2.73610993e-09
2014.75         	1.76944399e+00	8.84722004e-01	8.84721991e-01	2.49100500e-01	-4.13595925e+00	4.38505975e+00	-4.26050950e+00	6.44868690e-09	-1.59346790e-09	2.28431784e-09	-4.51308979e-10	2.73562682e-09
2015            	1.76933728e+00	8.84668644e-01	8.84668631e-01	2.48706358e-01	-4.13627285e+00	4.38497921e+00	-4.26062603e+00	6.44970235e-09	-1.59285295e-09	2.28461935e-09	-4.50543277e-10	2.73516263e-09
2015.25         	1.76916631e+00	8.84583162e-01	8.84583149e-01	2.48059697e-01	-4.13668064e+00	4.38474033e+00	-4.26071049e+00	6.45077045e-09	-1.59224944e-09	2.28493650e-09	-4.49781184e-10	2.73471769e-09
2015.5          	1.76899513e+00	8.84497569e-01	8.84497556e-01	2.47206789e-01	-4.13731204e+00	4.38451882e+00	-4.26091543e+00	6.45188911e-09	-1.59165782e-09	2.28526866e-09	-4.49023492e-10	2.73429215e-09
2015.75         	1.76878804e+00	8.84394028e-01	8.84394015e-01	2.46142370e-01	-4.13807355e+00	4.38421592e+00	-4.26114473e+00	6.45305708e-09	-1.59107846e-09	2.28561546e-09	-4.48270724e-10	2.73388619e-09
2016            	1.76858084e+00	8.84290425e-01	8.84290412e-01	2.44869683e-01	-4.13906062e+00	4.38393030e+00	-4.26149546e+00	6.45427405e-09	-1.59051169e-09	2.28597685e-09	-4.47523264e-10	2.73350012e-09
2016.25         	1.76839078e+00	8.84195397e-01	8.84195385e-01	2.43430102e-01	-4.14027352e+00	4.38370362e+00	-4.26198857e+00	6.45553951e-09	-1.58995783e-09	2.28635270e-09	-4.46781477e-10	2.73313418e-09
2016.5          	1.76817776e+00	8.84088886e-01	8.84088873e-01	2.41794907e-01	-4.14163566e+00	4.38343057e+00	-4.26253312e+00	6.45685274e-09	-1.58941719e-09	2.28674283e-09	-4.46045773e-10	2.73278860e-09
2016.75         	1.76791420e+00	8.83957108e-01	8.83957096e-01	2.39950727e-01	-4.14308741e+00	4.38303814e+00	-4.26306278e+00	6.45821197e-09	-1.58889009e-09	2.28714668e-09	-4.45316746e-10	2.73246343e-09
2017            	1.76762654e+00	8.83813278e-01	8.83813265e-01	2.37895745e-01	-4.14469964e+00	4.38259538e+00	-4.26364751e+00	6.45961545e-09	-1.58837687e-09	2.28756375e-09	-4.44594992e-10	2.73215874e-09
2017.25         	1.76729063e+00	8.83645322e-01	8.83645309e-01	2.35602860e-01	-4.14644143e+00	4.38204429e+00	-4.26424286e+00	6.46106189e-09	-1.58787792e-09	2.28799366e-09	-4.43881084e-10	2.73187475e-09
2017.5          	1.76695741e+00	8.83478711e-01	8.83478698e-01	2.33133648e-01	-4.14837562e+00	4.38150927e+00	-4.26494244e+00	6.46255025e-09	-1.58739365e-09	2.28843613e-09	-4.43175582e-10	2.73161172e-09
2017.75         	1.76658898e+00	8.83294499e-01	8.83294486e-01	2.30441706e-01	-4.15045320e+00	4.38089490e+00	-4.26567405e+00	6.46407991e-09	-1.58692453e-09	2.28889102e-09	-4.42479020e-10	2.73137004e-09
2018            	1.76620270e+00	8.83101354e-01	8.83101342e-01	2.27558720e-01	-4.15268596e+00	4.38024468e+00	-4.26646532e+00	6.46564933e-09	-1.58647088e-09	2.28935784e-09	-4.41791966e-10	2.73114980e-09
2018.25         	1.76576364e+00	8.82881829e-01	8.82881816e-01	2.24475032e-01	-4.15499692e+00	4.37947195e+00	-4.26723443e+00	6.46725656e-09	-1.58603293e-09	2.28983597e-09	-4.41114944e-10	2.73095092e-09
2018.5          	1.76531103e+00	8.82655521e-01	8.82655508e-01	2.21201127e-01	-4.15747111e+00	4.37867224e+00	-4.26807168e+00	6.46889952e-09	-1.58561086e-09	2.29032480e-09	-4.40448464e-10	2.73077326e-09
2018.75         	1.76483695e+00	8.82418480e-01	8.82418467e-01	2.17730418e-01	-4.16009860e+00	4.37782902e+00	-4.26896381e+00	6.47057656e-09	-1.58520491e-09	2.29082383e-09	-4.39792995e-10	2.73061683e-09
2019            	1.76433632e+00	8.82168164e-01	8.82168151e-01	2.14075435e-01	-4.16285423e+00	4.37692967e+00	-4.26989195e+00	6.47228662e-09	-1.58481538e-09	2.29133280e-09	-4.39148979e-10	2.73048178e-09
2019.25         	1.76382754e+00	8.81913776e-01	8.81913763e-01	2.10217536e-01	-4.16580191e+00	4.37601945e+00	-4.27091068e+00	6.47402865e-09	-1.58444262e-09	2.29185145e-09	-4.38516901e-10	2.73036835e-09
2019.5          	1.76333010e+00	8.81665058e-01	8.81665045e-01	2.06187981e-01	-4.16896073e+00	4.37514871e+00	-4.27205472e+00	6.47580124e-09	-1.58408690e-09	2.29237936e-09	-4.37897220e-10	2.73027658e-09
2019.75         	1.76279842e+00	8.81399219e-01	8.81399206e-01	2.01985565e-01	-4.17221614e+00	4.37420170e+00	-4.27320892e+00	6.47760259e-09	-1.58374833e-09	2.29291598e-09	-4.37290337e-10	2.73020631e-09
2020            	1.76224523e+00	8.81122621e-01	8.81122608e-01	1.97614265e-01	-4.17559235e+00	4.37320661e+00	-4.27439948e+00	6.47943095e-09	-1.58342704e-09	2.29346076e-09	-4.36696659e-10	2.73015742e-09
2020.25         	1.76167698e+00	8.80838496e-01	8.80838483e-01	1.93065468e-01	-4.17911392e+00	4.37217939e+00	-4.27564666e+00	6.48128452e-09	-1.58312317e-09	2.29401316e-09	-4.36116590e-10	2.73012975e-09
2020.5          	1.76108120e+00	8.80540607e-01	8.80540594e-01	1.88368215e-01	-4.18272109e+00	4.37108930e+00	-4.27690519e+00	6.48316162e-09	-1.58283689e-09	2.29457267e-09	-4.35550552e-10	2.73012323e-09
2020.75         	1.76047333e+00	8.80236674e-01	8.80236661e-01	1.83492777e-01	-4.18648636e+00	4.36997913e+00	-4.27823275e+00	6.48506077e-09	-1.58256839e-09	2.29513888e-09	-4.34998957e-10	2.73013783e-09
2021            	1.75985907e+00	8.79929540e-01	8.79929527e-01	1.78429217e-01	-4.19043369e+00	4.36886290e+00	-4.27964829e+00	6.48698067e-09	-1.58231793e-09	2.29571140e-09	-4.34462228e-10	2.73017362e-09
2021.25         	1.75923148e+00	8.79615747e-01	8.79615734e-01	1.73203233e-01	-4.19451861e+00	4.36772184e+00	-4.28112022e+00	6.48891985e-09	-1.58208571e-09	2.29628982e-09	-4.33940797e-10	2.73023062e-09
2021.5          	1.75856049e+00	8.79280250e-01	8.79280237e-01	1.67793786e-01	-4.19868468e+00	4.36647847e+00	-4.28258158e+00	6.49087670e-09	-1.58187193e-09	2.29687367e-09	-4.33435098e-10	2.73030876e-09
2021.75         	1.75790020e+00	8.78950106e-01	8.78950093e-01	1.62235115e-01	-4.20303135e+00	4.36526647e+00	-4.28414891e+00	6.49284931e-09	-1.58167669e-09	2.29746235e-09	-4.32945515e-10	2.73040786e-09
2022            	1.75722864e+00	8.78614327e-01	8.78614314e-01	1.56546246e-01	-4.20748745e+00	4.36403370e+00	-4.28576057e+00	6.49483574e-09	-1.58150000e-09	2.29805525e-09	-4.32472376e-10	2.73052763e-09
2022.25         	1.75655888e+00	8.78279448e-01	8.78279435e-01	1.50710767e-01	-4.21210040e+00	4.36281116e+00	-4.28745578e+00	6.49683397e-09	-1.58134177e-09	2.29865174e-09	-4.32015902e-10	2.73066765e-09
2022.5          	1.75590534e+00	8.77952675e-01	8.77952662e-01	1.44735442e-01	-4.21689805e+00	4.36163349e+00	-4.28926577e+00	6.49884325e-09	-1.58120200e-09	2.29925162e-09	-4.31576192e-10	2.73082781e-09
2022.75         	1.75522500e+00	8.77612506e-01	8.77612493e-01	1.38622297e-01	-4.22177374e+00	4.36039604e+00	-4.29108489e+00	6.50086170e-09	-1.58108075e-09	2.29985428e-09	-4.31153607e-10	2.73100789e-09
2023            	1.75454702e+00	8.77273515e-01	8.77273502e-01	1.32361835e-01	-4.22680082e+00	4.35916265e+00	-4.29298173e+00	6.50288626e-09	-1.58097816e-09	2.30045876e-09	-4.30748780e-10	2.73120754e-09
2023.25         	1.75385724e+00	8.76928625e-01	8.76928612e-01	1.25965060e-01	-4.23194278e+00	4.35790784e+00	-4.29492531e+00	6.50491449e-09	-1.58089433e-09	2.30106427e-09	-4.30362197e-10	2.73142647e-09
2023.5          	1.75314941e+00	8.76574711e-01	8.76574698e-01	1.19430482e-01	-4.23718037e+00	4.35661085e+00	-4.29689561e+00	6.50694491e-09	-1.58082942e-09	2.30167037e-09	-4.29994234e-10	2.73166461e-09
2023.75         	1.75243807e+00	8.76219041e-01	8.76219028e-01	1.12775066e-01	-4.24254012e+00	4.35531519e+00	-4.29892766e+00	6.50897451e-09	-1.58078267e-09	2.30227581e-09	-4.29644761e-10	2.73192057e-09
2024            	1.75173123e+00	8.75865620e-01	8.75865607e-01	1.06012554e-01	-4.24802326e+00	4.35403582e+00	-4.30102954e+00	6.51100187e-09	-1.58075407e-09	2.30288016e-09	-4.29313990e-10	2.73219415e-09
2024.25         	1.75103340e+00	8.75516709e-01	8.75516696e-01	9.91342297e-02	-4.25364870e+00	4.35278293e+00	-4.30321582e+00	6.51302652e-09	-1.58074410e-09	2.30348348e-09	-4.29002363e-10	2.73248584e-09
2024.5          	1.75034226e+00	8.75171137e-01	8.75171124e-01	9.21749014e-02	-4.25938159e+00	4.35155649e+00	-4.30546904e+00	6.51504760e-09	-1.58075309e-09	2.30408566e-09	-4.28710256e-10	2.73279592e-09
2024.75         	1.74967087e+00	8.74835444e-01	8.74835431e-01	8.51054071e-02	-4.26527094e+00	4.35037635e+00	-4.30782364e+00	6.51706368e-09	-1.58078105e-09	2.30468633e-09	-4.28437891e-10	2.73312422e-09
2025            	1.74897804e+00	8.74489026e-01	8.74489013e-01	7.79400923e-02	-4.27120145e+00	4.34914154e+00	-4.31017149e+00	6.51907423e-09	-1.58082813e-09	2.30528539e-09	-4.28185433e-10	2.73347082e-09
2025.25         	1.74828021e+00	8.74140113e-01	8.74140100e-01	7.06550364e-02	-4.27723494e+00	4.34788998e+00	-4.31256246e+00	6.52107880e-09	-1.58089442e-09	2.30588278e-09	-4.27953035e-10	2.73383581e-09
2025.5          	1.74759323e+00	8.73796622e-01	8.73796609e-01	6.32528489e-02	-4.28341726e+00	4.34667011e+00	-4.31504368e+00	6.52307559e-09	-1.58097973e-09	2.30647791e-09	-4.27740775e-10	2.73421869e-09
2025.75         	1.74691298e+00	8.73456498e-01	8.73456485e-01	5.57704512e-02	-4.28969979e+00	4.34547024e+00	-4.31758502e+00	6.52506303e-09	-1.58108406e-09	2.30707031e-09	-4.27548900e-10	2.73461921e-09
2026            	1.74625879e+00	8.73129402e-01	8.73129389e-01	4.82455461e-02	-4.29609728e+00	4.34434283e+00	-4.32022006e+00	6.52703875e-09	-1.58120736e-09	2.30765922e-09	-4.27377752e-10	2.73503697e-09
2026.25         	1.74562151e+00	8.72810762e-01	8.72810749e-01	4.06443799e-02	-4.30261403e+00	4.34325841e+00	-4.32293622e+00	6.52900085e-09	-1.58134952e-09	2.30824402e-09	-4.27227507e-10	2.73547153e-09
2026.5          	1.74501342e+00	8.72506715e-01	8.72506702e-01	3.30019749e-02	-4.30924918e+00	4.34225115e+00	-4.32575017e+00	6.53094801e-09	-1.58151035e-09	2.30882433e-09	-4.27098180e-10	2.73592251e-09
2026.75         	1.74437624e+00	8.72188129e-01	8.72188116e-01	2.52671407e-02	-4.31589795e+00	4.34116509e+00	-4.32853152e+00	6.53287995e-09	-1.58168984e-09	2.30940009e-09	-4.26989791e-10	2.73638988e-09
2027            	1.74379508e+00	8.71897544e-01	8.71897531e-01	1.75019442e-02	-4.32272850e+00	4.34023044e+00	-4.33147947e+00	6.53479514e-09	-1.58188782e-09	2.30997082e-09	-4.26902408e-10	2.73687323e-09
2027.25         	1.74321809e+00	8.71609051e-01	8.71609037e-01	9.66040516e-03	-4.32965002e+00	4.33931042e+00	-4.33448022e+00	6.53669155e-09	-1.58210404e-09	2.31053586e-09	-4.26836111e-10	2.73737197e-09
2027.5          	1.74266851e+00	8.71334260e-01	8.71334247e-01	1.75318468e-03	-4.33670868e+00	4.33846187e+00	-4.33758528e+00	6.53856735e-09	-1.58233839e-09	2.31109457e-09	-4.26791106e-10	2.73788568e-09
2027.75         	1.74211870e+00	8.71059357e-01	8.71059344e-01	-6.20056333e-03	-4.34381011e+00	4.33760955e+00	-4.34070983e+00	6.54042130e-09	-1.58259078e-09	2.31164656e-09	-4.26767501e-10	2.73841406e-09
2028            	1.74156934e+00	8.70784678e-01	8.70784665e-01	-1.41872826e-02	-4.35093836e+00	4.33675108e+00	-4.34384472e+00	6.54225203e-09	-1.58286106e-09	2.31219142e-09	-4.26765348e-10	2.73895677e-09
