# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.12500000e-02
# lRef          : 1.00000000e-01
# Aref          : 1.00000000e-02
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
2010.5          	1.76707516e+00	8.83537596e-01	8.83537567e-01	-2.23706826e-01	4.15433412e+00	-4.37804095e+00	4.26618754e+00	1.49450654e-08	3.81143510e-09	-4.96481890e-09	1.32902565e-09	-6.29384455e-09
2010.75         	1.76741029e+00	8.83705160e-01	8.83705130e-01	-2.26856281e-01	4.15197924e+00	-4.37883552e+00	4.26540738e+00	1.49403529e-08	3.80908488e-09	-4.96296111e-09	1.32760432e-09	-6.29056543e-09
2011            	1.76773757e+00	8.83868798e-01	8.83868769e-01	-2.29794121e-01	4.14983352e+00	-4.37962764e+00	4.26473058e+00	1.49357613e-08	3.80672075e-09	-4.96113470e-09	1.32615340e-09	-6.28728810e-09
2011.25         	1.76803995e+00	8.84019988e-01	8.84019958e-01	-2.32530321e-01	4.14784165e+00	-4.38037197e+00	4.26410681e+00	1.49312931e-08	3.80434452e-09	-4.95934066e-09	1.32467420e-09	-6.28401485e-09
2011.5          	1.76830001e+00	8.84150018e-01	8.84149988e-01	-2.35074439e-01	4.14595415e+00	-4.38102859e+00	4.26349137e+00	1.49269516e-08	3.80195783e-09	-4.95758040e-09	1.32316763e-09	-6.28074802e-09
2011.75         	1.76852804e+00	8.84264037e-01	8.84264007e-01	-2.37425626e-01	4.14419366e+00	-4.38161929e+00	4.26290648e+00	1.49227398e-08	3.79956213e-09	-4.95585512e-09	1.32163457e-09	-6.27748969e-09
2012            	1.76873236e+00	8.84366197e-01	8.84366167e-01	-2.39544285e-01	4.14260616e+00	-4.38215044e+00	4.26237830e+00	1.49186599e-08	3.79715903e-09	-4.95416578e-09	1.32007614e-09	-6.27424192e-09
2012.25         	1.76891768e+00	8.84458857e-01	8.84458827e-01	-2.41465418e-01	4.14118148e+00	-4.38264689e+00	4.26191418e+00	1.49147153e-08	3.79475013e-09	-4.95251372e-09	1.31849327e-09	-6.27100699e-09
2012.5          	1.76910268e+00	8.84551356e-01	8.84551326e-01	-2.43186612e-01	4.13997193e+00	-4.38315854e+00	4.26156523e+00	1.49109104e-08	3.79233704e-09	-4.95090062e-09	1.31688673e-09	-6.26778736e-09
2012.75         	1.76922773e+00	8.84613878e-01	8.84613848e-01	-2.44729044e-01	4.13880970e+00	-4.38353874e+00	4.26117422e+00	1.49072487e-08	3.78992119e-09	-4.94932794e-09	1.31525722e-09	-6.26458516e-09
